frequency,cycle,realIMP,imIMP,label
140.16854,247.0,0.71974,0.25921,1207
16.4918,274.0,0.8208,0.28852,2143
0.01999,161.0,1.63666,0.19963,870
107.13222,197.0,0.53364,0.11587,1154
6373.61003,188.0,0.28931,0.0166,1119
28.27105,166.0,0.83922,0.09442,2007
7.28535,153.0,0.93404,0.30296,959
65.37281,22.0,0.56229,0.08088,2346
0.01999,166.0,1.05056,0.18148,1407
0.01999,103.0,1.64677,0.21429,82
9.21512,22.0,0.77292,0.12367,1634
0.01999,55.0,1.33176,0.10413,131
798.6759,59.0,0.47979,0.22057,1273
8.91427,23.0,1.44933,0.8666,1057
15.10405,188.0,0.95574,0.02758,713
1711.98784,259.0,0.48596,0.10012,1897
697.69992,140.0,0.49052,0.09138,2500
1780.2445,29.0,0.44247,0.05989,1953
4.43672,272.0,0.90713,0.13682,2149
328.41768,98.0,0.57637,0.16868,1403
5.76299,189.0,0.9297,0.29722,2109
13.05078,50.0,1.05009,0.23913,1723
0.89676,311.0,1.02927,0.16532,2323
9835.26662,37.0,0.34823,0.05062,1404
0.01999,226.0,1.46189,0.41505,781
0.01999,259.0,1.02695,0.28501,775
0.01999,15.0,1.08667,0.59561,1318
9768.69924,88.0,1.22832,0.04301,171
15.00246,267.0,0.8756,0.1513,2117
0.01999,75.0,1.2377,0.25058,1803
0.01999,40.0,1.59031,0.52738,297
0.01999,164.0,1.59618,0.07312,30
454.2883,275.0,0.5132,0.1186,523
16120.80933,98.0,0.34324,-0.01962,883
12650.00836,152.0,0.39656,0.05215,940
2253.50611,127.0,0.44004,0.053,414
0.01999,78.0,1.30955,0.11201,1647
629.21226,251.0,0.45824,0.05968,2244
2.28661,166.0,0.71082,0.17207,1844
18.71072,94.0,0.96624,0.23912,589
0.01999,167.0,1.87539,0.25737,1302
6.36111,218.0,1.31856,0.29978,554
2.52658,171.0,1.00987,0.09991,1925
285.91394,104.0,0.63382,0.13761,1760
0.01999,211.0,1.71553,0.20896,656
12440.48485,203.0,0.43816,0.04377,2500
101.6283,11.0,0.75262,0.20381,1014
0.01999,289.0,1.82404,1.21041,320
41.26179,215.0,0.93685,0.20352,2074
0.01999,350.0,1.90971,0.83365,521
1021.21958,40.0,0.43903,0.05058,231
703.93716,70.0,0.46922,0.07298,1562
2590.02365,204.0,0.59911,0.13526,692
0.01999,120.0,1.25651,0.18707,1593
0.01999,99.0,1.02693,0.07522,592
0.01999,249.0,1.21386,0.12095,564
1768.18912,142.0,0.55842,0.13319,1942
0.01999,126.0,1.3579,0.09281,1460
69.72724,204.0,0.51829,0.24607,828
67.78114,100.0,0.77329,0.19903,2119
39.05766,330.0,0.82988,0.16746,2223
2356.81525,204.0,0.45878,0.12754,370
0.01999,248.0,1.10918,0.09203,2466
58.56266,16.0,0.74227,0.22547,1861
0.01999,34.0,0.94666,0.15365,908
918.58863,10.0,0.49708,0.12562,552
4.43662,1.0,1.36737,0.09833,938
12.37678,272.0,1.16075,0.07938,2413
1.73828,49.0,0.95655,0.07978,1622
5362.77224,7.0,0.34008,0.13607,1016
0.01999,30.0,1.17296,0.16518,709
153.28651,9.0,0.72257,0.11359,955
0.01999,148.0,1.45562,0.93853,1114
2325.50626,238.0,0.57073,0.09152,2187
0.01999,120.0,1.68263,0.06972,1701
10.79195,90.0,0.86289,0.26578,1509
1610.73381,66.0,0.64574,0.0559,2223
238.80681,125.0,0.50214,0.28684,1054
1.37032,222.0,1.07847,0.07052,2162
12777.57719,96.0,0.31787,-0.02471,963
141.43165,70.0,0.65291,0.12562,2147
3.93807,116.0,1.03283,0.28876,798
35.78713,162.0,0.803,0.16526,2152
115.1339,28.0,0.67084,0.16614,1690
14.16721,177.0,0.82791,0.12957,2075
809.1526,48.0,0.48867,0.1095,1589
1646.04467,5.0,0.41595,0.05974,1799
1.68291,233.0,1.45969,0.21413,216
2542.20821,251.0,0.55579,0.05653,2277
859.65901,117.0,0.47014,0.06785,119
0.01999,2.0,1.39875,0.18389,604
1464.05793,4.0,0.43759,0.12522,1590
897.38059,184.0,0.54216,0.15395,1294
39.01309,32.0,0.71793,0.0457,2188
7.88165,10.0,0.94841,0.18769,2070
1210.85341,29.0,0.41752,0.16653,607
0.01999,37.0,1.44069,0.60385,853
10.91053,55.0,0.96427,0.26452,559
0.01999,135.0,1.42861,0.12946,897
157.82678,89.0,0.67571,0.11339,1467
2.34387,21.0,1.46381,0.94202,1841
2352.94858,45.0,0.45584,0.06449,1997
0.01999,159.0,1.29576,0.36261,1586
0.01999,170.0,1.40227,0.1045,327
122.83355,291.0,0.67373,0.18753,2486
29.16375,37.0,0.85642,0.25701,1745
110.06025,167.0,0.62518,0.20258,1177
16154.49671,130.0,0.2544,-0.05033,904
7.42316,157.0,0.97793,0.22974,470
47.58216,32.0,0.764,0.2896,770
12.07505,55.0,0.6485,0.07096,179
3.61591,287.0,1.00462,0.10376,2061
2429.19232,227.0,0.57573,0.05507,2133
0.42529,164.0,1.24695,0.83422,885
167.00915,88.0,0.72564,0.272,1200
0.01999,157.0,1.16795,0.19636,703
0.01999,56.0,0.97301,0.21623,350
133.99049,21.0,1.22349,0.13182,1727
0.01999,82.0,1.45335,0.12611,214
1745.08299,170.0,0.67874,0.03539,1498
2759.56458,113.0,0.47927,0.07021,1232
14.65498,75.0,0.78772,0.14861,1883
0.01999,209.0,1.05572,0.25006,1411
4.4543,182.0,1.28343,0.2401,1593
15784.07146,163.0,0.38292,-0.0005,1969
0.01999,141.0,0.64356,0.24262,884
0.01999,67.0,1.29081,0.36444,1822
12667.86816,201.0,0.68733,0.01364,2347
3.45672,229.0,0.88202,0.23264,1193
0.01999,331.0,1.71621,0.39877,531
0.01999,221.0,1.1018,0.13967,1363
202.5951,104.0,0.72255,0.13634,2394
0.01999,170.0,1.28241,0.23615,540
9.43332,6.0,1.32506,0.12681,1559
3.18725,76.0,1.08121,0.23611,710
1.48293,340.0,1.04555,0.24976,2167
125.62615,5.0,0.5466,0.169,1341
739.71658,183.0,0.57731,0.07421,1181
2811.51233,259.0,0.48616,0.07339,853
5.26031,279.0,1.74242,0.25727,1283
15973.46971,74.0,0.31577,0.03738,2079
0.01999,177.0,1.40969,0.23399,436
0.01999,339.0,1.161,0.10762,245
0.01999,301.0,1.14268,0.23977,327
0.01999,27.0,1.15356,0.18415,1149
0.01999,199.0,1.17096,0.06433,1461
0.01999,7.0,1.31951,0.13617,146
1.16016,142.0,1.10719,-0.04535,472
3117.2639,166.0,0.54962,0.08614,1732
2855.37652,26.0,0.40742,0.1208,868
2763.85625,61.0,0.42816,0.02553,1379
518.38723,8.0,0.53642,0.10737,533
0.01999,24.0,1.38627,0.11908,1654
0.01999,247.0,1.70338,0.45399,1855
16572.84744,324.0,0.24187,0.00129,524
0.01999,225.0,1.07139,0.10336,2333
12598.23603,130.0,0.34467,0.01427,1151
3134.46327,87.0,0.36576,0.10521,1803
1.20572,282.0,1.21769,0.11837,2347
0.01999,140.0,1.08842,0.06701,607
0.01999,193.0,1.42734,0.29961,892
3.16717,306.0,1.5764,0.18929,1005
0.01999,200.0,1.39735,1.10146,377
0.87123,330.0,2.29224,0.18861,461
210.59047,52.0,0.53736,0.21035,1311
0.01999,6.0,1.0912,-0.02326,1451
97.07158,177.0,0.6098,0.22772,1318
132.25155,137.0,0.58199,0.0943,1894
6.2693,1.0,1.33926,0.14194,1110
250.24555,132.0,0.63521,0.13838,1839
1760.91576,79.0,0.49584,0.0482,1861
0.01999,281.0,1.54389,0.20081,316
3981.82686,138.0,0.33243,0.06942,1358
0.11625,101.0,1.19621,0.84263,1365
19881.54245,131.0,0.28074,-0.02149,1685
12675.82285,293.0,0.31109,-0.04351,327
3836.48084,40.0,0.47699,0.13405,924
0.01999,153.0,1.59624,0.21613,1299
0.01999,128.0,1.26049,0.07975,1519
0.01999,127.0,1.08176,0.06158,557
390.30015,208.0,0.48866,0.16934,351
158.54194,148.0,0.58379,0.10927,597
45.03625,167.0,0.7247,0.21646,1741
0.01999,151.0,1.06606,0.03853,1452
12.09882,229.0,0.88854,0.14215,1195
109.13794,226.0,0.67023,0.28004,501
4025.34802,175.0,0.44777,0.05026,373
20.36565,46.0,1.00971,0.17798,1961
0.01999,309.0,1.34702,1.01373,1821
0.01999,296.0,1.38022,0.11205,2435
809.95648,242.0,0.45338,0.12832,696
0.01999,122.0,1.34246,0.01198,1890
167.34477,215.0,0.65494,0.10595,404
0.34739,222.0,1.14403,0.09267,2458
6144.10874,49.0,0.53323,0.05445,798
6299.20024,23.0,0.35831,0.03719,1692
169.01514,155.0,0.60782,0.18685,653
13.36375,251.0,1.14186,0.2299,615
181.61247,26.0,0.44274,0.00808,867
19800.88097,277.0,0.36199,0.01138,659
0.01999,112.0,1.30769,0.31627,1736
0.01999,99.0,1.3683,0.07711,848
1.72064,237.0,1.09681,0.03887,283
3.20917,28.0,0.75234,0.16331,1076
5038.86913,207.0,0.35313,0.08451,329
2.38052,202.0,1.18238,0.4325,307
86.24924,37.0,0.94996,0.2248,1345
7.19623,154.0,0.9784,0.06446,1965
8.06016,88.0,0.83765,0.22636,1567
1747.89509,227.0,0.65625,0.03102,2327
0.01999,29.0,1.23581,0.23275,1242
0.01999,78.0,1.68301,0.31771,1416
0.01999,62.0,1.00009,0.12274,909
6453.73231,102.0,0.35009,0.09618,950
83.14038,10.0,0.71683,0.2339,624
0.43909,80.0,1.3363,0.33176,1625
3154.17505,116.0,0.44015,0.04322,149
116.06471,73.0,0.74667,0.20913,359
15758.40647,161.0,0.42318,-0.01637,589
202.88649,136.0,0.67315,0.38815,2362
1.14899,231.0,0.82521,0.10995,2123
5.95196,44.0,1.59412,0.10001,193
10.33655,69.0,1.08648,0.05534,1432
286.62731,279.0,0.54324,0.08706,1423
9950.19257,163.0,0.43851,0.0013,1665
2.46818,219.0,0.96989,0.07862,1506
9.58441,24.0,0.91518,0.08369,2029
0.13544,303.0,1.18165,0.24965,790
0.01999,100.0,1.61681,0.22107,1003
0.01999,125.0,1.4283,0.14531,1040
2.77734,17.0,1.29715,0.201,1694
15913.56511,156.0,0.50815,0.03577,2412
3714.7423,192.0,0.34968,0.02814,353
83.78388,26.0,0.8097,0.23805,1557
20004.453,37.0,0.29157,-0.0506,927
23.79364,286.0,0.83756,0.10335,1974
218.65664,93.0,0.73411,0.24145,240
0.37306,165.0,1.3911,0.33591,1602
4233.58382,83.0,0.3498,0.0612,951
99.62422,13.0,0.66286,0.10527,1703
1.27242,79.0,1.01561,0.14617,1919
2858.59,2.0,0.43609,0.06615,1311
112.73816,44.0,0.73841,0.106,120
0.01999,275.0,0.98552,0.09979,2144
0.01999,30.0,1.47758,0.20224,1527
25.2124,150.0,0.68311,0.26835,1744
0.01999,77.0,1.56115,0.2665,1202
6.06056,218.0,1.39468,0.14153,714
5.29492,60.0,1.55293,0.13842,436
6437.81341,3.0,0.36269,0.02091,976
253.82228,140.0,0.73054,0.16131,103
36.45822,151.0,0.7452,0.10073,1694
5.8947,11.0,1.19664,0.36328,1888
0.01999,1.0,1.45165,0.1247,2062
1.71639,46.0,1.13686,0.05425,24
0.01999,344.0,2.13351,1.20176,623
0.01999,173.0,1.18565,0.35349,1317
12793.15265,26.0,0.32821,-0.03901,1775
2093.70728,57.0,0.33373,0.03295,1963
0.36231,6.0,1.26024,0.11337,62
25.16179,63.0,0.81438,0.25812,524
9.35904,52.0,0.95409,0.0807,1221
2202.94458,249.0,0.47455,0.12111,721
0.01999,5.0,1.21581,0.11441,843
20004.453,185.0,0.29307,-0.06268,193
12568.30203,189.0,0.32631,0.01017,535
9835.61053,76.0,1.00911,-0.01168,1468
2.26126,18.0,1.32176,0.2428,46
107.69647,85.0,0.60781,0.16253,766
7805.04135,170.0,0.35041,0.04964,959
9.70229,149.0,1.13226,0.04624,2384
191.91232,20.0,0.64297,0.16121,57
0.01999,203.0,1.07452,0.10671,2414
1881.22173,114.0,0.56214,0.08872,2207
14.73949,81.0,0.83803,0.26354,1730
0.01999,192.0,1.59523,0.29244,552
1.04463,107.0,1.19181,0.1629,1572
4.35582,8.0,1.05392,0.31113,888
0.01999,137.0,1.42093,0.09256,1722
3.24047,10.0,1.33786,0.05798,688
0.01999,43.0,1.41951,0.18808,1659
0.01999,85.0,1.06306,0.05704,2148
0.01999,71.0,1.80217,0.18408,783
1634.64123,127.0,0.37782,0.04811,2023
0.01999,18.0,1.3677,0.21851,1720
0.01999,17.0,1.18384,0.26123,1572
8006.6334,11.0,0.3144,0.03024,1636
10.74405,27.0,0.65407,0.07978,1698
4.45871,161.0,1.05231,0.09824,1788
1.41975,65.0,0.9796,0.22935,1338
4.42963,136.0,1.62514,0.34848,1201
28.4166,185.0,0.84434,0.14787,2116
57.70957,107.0,0.76877,0.0819,2072
23.68354,62.0,0.99182,0.2227,20
0.01999,54.0,1.50601,1.0651,944
0.01999,155.0,0.62674,0.03526,2260
23.90022,289.0,0.85703,0.15591,72
9972.31062,105.0,0.6256,-0.01152,2199
2.57139,177.0,0.88934,0.12616,2460
12.28427,65.0,0.56055,0.0905,61
1587.9623,140.0,0.91117,0.02465,2364
0.07929,60.0,1.33149,0.23592,990
3.0496,125.0,0.91168,0.13883,2260
15851.04702,262.0,0.35486,-0.04713,2363
55.21777,30.0,0.79798,0.23299,935
0.01999,45.0,1.0793,0.1722,408
1914.73625,1.0,0.41094,0.06305,736
0.01999,49.0,1.35269,0.17504,1744
11.97116,45.0,1.36639,0.11417,77
161.03649,108.0,0.51073,0.1983,199
10321.20557,3.0,0.30461,-0.00698,1001
0.01999,140.0,1.07399,0.21453,1232
149.30247,86.0,0.69219,0.10856,2256
0.6564,23.0,1.56481,0.16079,458
385.00726,69.0,0.53402,0.17614,356
27.62731,31.0,0.88999,0.2117,1885
0.45673,61.0,1.20637,0.09706,1389
0.01999,337.0,1.41687,0.1304,491
3033.855,156.0,0.288,0.0293,2037
47.87961,121.0,0.62745,0.28308,1695
11.79776,184.0,0.79656,0.1952,1080
1004.06433,70.0,0.45025,0.1403,1325
0.01999,198.0,1.33691,0.07164,2312
4708.97735,81.0,0.36894,0.0561,1511
4.75632,188.0,1.43899,0.1938,1041
7914.73645,17.0,0.39147,0.07619,1754
3.15494,228.0,1.22431,0.15965,353
6.35025,330.0,1.96521,0.17178,2080
12762.37114,193.0,0.30121,0.03778,1637
1.13155,65.0,1.67623,0.14,1139
0.01999,39.0,1.30349,0.22329,829
1.3548,108.0,1.17596,0.52902,96
0.01999,249.0,1.34426,0.24185,1002
0.01999,45.0,1.5123,0.17172,1278
0.01999,39.0,1.40612,0.16825,1029
0.01999,56.0,1.37204,0.03853,1804
11.10142,89.0,0.81992,0.26494,309
6357.08124,35.0,0.31526,0.16437,1186
11.63408,224.0,1.62182,0.1566,619
0.01999,291.0,1.47968,0.44193,892
45.30418,183.0,0.66013,0.10667,2476
9946.70832,129.0,0.45498,0.0411,1240
0.01999,214.0,1.70053,0.26837,1744
0.01999,49.0,0.98572,0.44223,1693
161.12243,122.0,0.66888,0.10419,1525
0.16417,125.0,1.24725,0.12787,1617
138.39707,152.0,0.67067,0.17999,1581
9.28219,72.0,1.27496,0.07306,1724
5908.8023,21.0,0.37104,0.17598,905
574.47253,44.0,0.50737,0.15691,106
0.01999,41.0,1.05002,0.103,2262
153.96497,78.0,0.70265,0.14053,1801
53.10799,109.0,0.82817,0.09509,1951
6.16036,181.0,0.99811,0.11086,577
12773.57013,111.0,0.3472,-0.04963,2453
2179.19274,110.0,0.54858,0.12368,408
2.79013,112.0,1.12371,0.21441,2302
0.01999,174.0,1.04193,0.10306,2400
7.66765,16.0,1.45326,0.5331,424
769.07246,16.0,0.56605,0.12754,495
8.84299,12.0,1.03716,0.16308,993
16055.31837,3.0,0.36455,0.05172,1792
0.01999,248.0,0.74884,0.13971,949
10.47142,225.0,0.96801,0.14997,1407
0.01999,255.0,1.43355,0.69946,690
2768.26669,297.0,0.41004,0.04577,2309
61.4652,61.0,0.68858,0.19121,1853
88.51629,125.0,0.58181,0.13201,1457
1.03255,286.0,1.49663,0.13044,227
229.88752,253.0,0.612,0.1396,2308
0.01999,64.0,1.11381,0.23688,614
330.41909,148.0,0.50882,0.13758,327
0.01999,68.0,1.12097,0.45183,402
21.87555,161.0,0.77746,0.19545,1758
102.51344,138.0,0.78452,0.1112,541
1.17677,132.0,1.28053,0.20064,1573
0.01999,21.0,1.40086,0.25669,1763
0.01999,271.0,1.67837,0.96925,1419
4.68432,107.0,1.32271,0.08326,1734
7834.37698,199.0,0.54114,0.08137,1089
0.01999,75.0,1.60809,0.14388,1748
4064.97157,95.0,0.33165,0.01589,323
7905.58694,229.0,0.46572,0.0516,262
132.54349,39.0,0.51093,0.10135,2035
9.90285,42.0,0.89964,0.11798,1137
12.33042,139.0,0.9637,0.26784,680
280.79376,101.0,0.72142,0.18137,1893
131.06333,130.0,0.70198,0.16272,1466
12.0232,37.0,1.21379,0.13415,894
0.01999,38.0,1.30839,0.10352,2141
2348.57048,56.0,0.36614,0.04109,1108
15991.87692,35.0,0.2802,-0.04354,1915
169.79048,68.0,0.72415,0.17502,1062
20.40707,19.0,1.00083,0.24799,1614
3120.90527,44.0,0.55022,0.04789,1800
0.01999,65.0,1.50047,0.64786,1366
331.13545,156.0,0.43365,0.1157,1455
4645.30786,51.0,0.38048,0.01371,2271
2497.03096,79.0,0.56159,0.07752,1861
57.27152,32.0,0.85872,0.21915,1730
237.25967,129.0,0.70152,0.15769,1404
2709.9567,275.0,0.51328,0.1364,494
15694.34584,179.0,0.32788,0.00337,1672
1804.59602,187.0,0.34427,0.26543,1197
26.94504,211.0,0.73292,0.20834,2082
0.01999,74.0,1.836,0.04066,1998
3.18074,187.0,1.37906,0.14943,523
3.91533,133.0,1.21226,0.06744,1676
0.01999,286.0,1.4111,0.02685,66
0.01999,24.0,0.96396,0.05397,1939
0.01999,267.0,1.38976,0.58304,350
209.66572,289.0,0.60484,0.11699,2181
4.747,277.0,1.4094,0.44048,483
0.01999,13.0,1.44447,0.23218,742
0.01999,112.0,1.71744,0.23926,1005
12.81151,155.0,0.82547,0.13593,2145
2.45108,281.0,1.13083,0.35583,539
2671.64612,97.0,0.37273,0.03414,1284
0.01999,297.0,1.14264,0.49577,498
220.4155,92.0,0.73905,0.21644,637
217.0192,255.0,0.54876,0.15338,1706
9.17541,148.0,0.96785,0.24938,300
0.01999,329.0,1.83972,0.42456,1106
10.5212,192.0,1.36933,0.23746,1374
2.68272,6.0,1.50293,0.05665,1216
0.78661,350.0,1.71493,0.64414,687
0.01999,77.0,1.06296,0.14118,1294
0.01999,283.0,0.96526,0.09818,1880
2694.20866,9.0,0.44953,0.05674,1251
0.01999,14.0,1.36889,0.05758,2032
2383.95251,173.0,0.62283,0.07202,1492
5.81806,1.0,1.32105,0.01738,1872
3912.10966,57.0,0.35468,0.02876,1725
5183.67361,18.0,0.29674,0.06755,971
223.78341,14.0,0.70276,0.13606,1663
94.32985,61.0,0.75093,0.18454,1272
750.04814,257.0,0.37915,0.05761,1499
4.65684,98.0,1.44695,0.48529,346
0.61007,45.0,0.98585,0.13873,1954
0.01999,91.0,1.00227,0.16401,1429
224.59629,236.0,0.59824,0.03664,2281
467.24623,62.0,0.37438,0.05272,2340
24.01698,33.0,0.96846,0.19272,1646
0.01999,67.0,0.76565,0.06093,2160
8.27435,267.0,1.18301,0.20934,2445
0.01999,17.0,1.26095,0.12843,58
2502.96678,1.0,0.36485,0.08438,1082
0.01999,87.0,0.94954,0.16194,2040
29.36108,139.0,0.83726,0.06262,1737
7.57296,122.0,1.44234,0.13,2068
12819.30866,158.0,0.28487,-0.05139,1444
12481.3212,171.0,0.32753,-0.00557,1121
775.54494,207.0,0.5421,0.07478,631
6.58318,250.0,1.43851,0.34433,1577
1.48659,99.0,1.18678,0.03215,2400
127.43702,113.0,0.74569,0.18154,1045
32.20587,71.0,0.837,0.22539,1641
1.64758,32.0,1.31356,0.24096,471
42.16118,220.0,1.82764,0.14056,711
350.46947,7.0,0.52682,0.08989,103
36.30094,158.0,0.92383,0.10426,2273
0.01999,139.0,1.3579,0.53904,1173
12497.81695,257.0,0.5222,-0.03179,2440
7.65329,175.0,1.00052,0.2511,589
15695.52029,1.0,0.28017,0.03322,2266
0.01999,10.0,1.47722,0.21171,97
2461.32222,16.0,0.35295,0.01925,1304
0.01999,242.0,1.01182,0.06923,2143
149.58261,1.0,0.40285,0.14937,125
19.95101,132.0,0.89125,0.25765,1628
0.01999,213.0,0.99523,0.05263,2373
7.41073,284.0,0.92061,0.13798,1492
0.01999,34.0,1.43907,0.12117,1756
565.52052,300.0,0.62996,0.1103,2371
111.73176,307.0,0.68034,0.13615,2202
101.79266,260.0,0.96747,0.24042,491
8.82251,7.0,1.21771,0.05138,776
3178.38596,115.0,0.36117,0.03563,1280
221.29196,232.0,0.73072,0.09832,398
198.28124,231.0,0.51909,0.18209,607
85.24581,76.0,0.78655,0.06292,2094
2.22586,203.0,0.9723,0.3147,1672
117.38523,70.0,1.44892,0.15264,811
2116.5017,248.0,0.47658,0.04255,2477
6.29298,138.0,1.01722,0.16511,2244
7.81883,176.0,0.94051,0.2228,1245
0.01999,203.0,1.0765,0.27198,2433
7749.37133,174.0,0.4833,0.0057,270
0.01999,250.0,1.29039,0.48625,572
0.74358,115.0,1.42984,0.09828,1603
7.43966,144.0,1.36722,1.04804,1081
414.26791,202.0,0.57256,0.14979,802
0.01999,323.0,0.64319,0.14287,1122
2726.09214,72.0,0.40195,0.02873,329
189.97797,136.0,0.40776,0.06697,1828
0.01999,92.0,1.80677,0.41171,1439
0.01999,74.0,1.15335,0.07952,1362
12.09512,62.0,0.87849,0.17425,1819
128.50887,329.0,0.70919,0.15553,2140
2000.2514,275.0,0.39411,0.09641,2436
141.05057,88.0,0.54965,0.13819,1747
1462.20196,29.0,0.59617,0.15039,374
0.01999,230.0,1.02368,0.09447,1356
6.55873,306.0,1.65429,0.30115,361
10136.08129,168.0,0.29973,0.01462,421
4.85424,246.0,0.90371,0.09174,2230
66.66911,10.0,0.50292,0.11414,1254
518.62343,263.0,0.4526,0.07829,2362
13.08649,239.0,0.97308,0.17566,192
724.0249,24.0,0.5236,0.07192,1957
0.01999,347.0,1.50323,0.21481,484
541.26719,19.0,0.7042,0.1389,703
0.01999,4.0,1.00193,0.38843,1162
869.26941,82.0,0.50956,0.10776,1579
0.01999,9.0,1.3056,0.27126,32
84.64311,198.0,1.26243,0.10066,391
1.99349,111.0,0.89262,0.08365,1664
2482.32039,47.0,0.41254,0.02539,2410
1.14913,232.0,1.00547,0.40796,1652
0.01999,207.0,1.45623,0.20769,689
81.9273,43.0,0.65774,0.30289,659
1867.24645,9.0,0.42587,0.02758,2075
2701.60479,83.0,0.42644,0.07177,1076
442.11741,221.0,0.44553,0.1641,891
9864.95011,227.0,0.50975,0.02226,342
121.07818,249.0,0.62878,0.07222,358
0.01999,27.0,0.99928,0.16408,1195
6213.80244,8.0,0.3675,0.05304,2265
2.12335,145.0,1.052,0.28843,758
45.28893,23.0,0.9483,0.12983,2116
0.01999,21.0,0.9362,0.28022,45
0.01999,43.0,2.13513,0.0648,1277
8.71497,18.0,1.88577,0.167,90
0.04838,109.0,1.65903,0.2539,1849
194.15019,89.0,0.5726,0.19716,691
0.01999,64.0,1.56757,0.85911,1586
0.01999,11.0,1.54327,0.20806,986
80.29025,177.0,0.67447,0.23703,959
2.87286,183.0,1.33112,0.27079,451
0.45486,299.0,1.62335,0.48092,588
12.82889,80.0,0.79633,0.1373,509
0.01999,251.0,1.06507,0.21109,1071
2082.7649,120.0,0.43006,0.103,1097
1.36501,8.0,1.38488,0.07787,85
6.64241,249.0,1.00063,-0.02433,2444
11.54612,210.0,0.83965,0.05564,2092
12553.19416,109.0,0.43526,0.01965,2285
203.79462,331.0,0.75743,0.21153,309
15829.31785,87.0,0.33379,-0.01401,1998
77.79942,84.0,0.67372,0.1353,1280
0.01999,343.0,1.50793,0.5326,881
1697.67819,13.0,0.44178,0.07486,846
0.01999,39.0,0.92957,0.27271,573
42.07476,128.0,0.75968,0.1232,1513
7.78073,76.0,1.04588,0.19076,1426
0.68795,18.0,1.80283,0.09778,230
2182.86775,96.0,0.38385,-0.03407,1984
256.90858,140.0,0.48202,0.10352,48
210.92724,32.0,0.65457,0.16388,1073
0.01999,324.0,0.92814,0.30695,276
0.01999,11.0,0.98847,0.17636,535
4192.2547,49.0,0.36616,0.05758,1072
7.71339,60.0,0.97527,0.08373,104
772.24596,205.0,0.46628,0.15707,380
885.9689,43.0,0.54973,0.08531,838
970.96203,40.0,0.55307,0.02351,104
1561.02828,75.0,0.45514,0.17794,1229
12810.37088,173.0,0.27788,0.00187,1021
0.93179,88.0,1.79633,0.15105,329
2.64956,113.0,1.02118,0.10237,1306
45.63139,220.0,0.86415,0.09995,2003
0.01999,31.0,1.23056,0.07357,2077
372.05142,157.0,0.64384,0.0557,2254
0.01999,12.0,1.24785,0.08279,1864
2476.46801,172.0,0.4432,0.11322,1171
3.07468,83.0,1.29777,0.14201,2142
0.01999,32.0,1.71194,0.37328,1540
32.19373,47.0,0.87158,0.19401,5
6.76708,220.0,1.73257,0.38735,1514
0.58881,234.0,1.07486,0.30927,1115
2353.20497,166.0,0.46959,0.09289,880
0.01999,152.0,1.151,0.39012,2360
751.24976,32.0,0.48637,0.13507,1000
161.66919,71.0,0.6215,0.10774,97
20004.453,1.0,0.34837,-0.01875,1450
0.01999,207.0,1.42096,0.18754,669
71.87513,38.0,0.44218,0.08501,1984
9938.17785,144.0,0.35566,3e-05,2330
0.01999,21.0,1.50008,0.5793,1036
5372.42431,112.0,0.30239,0.06806,838
0.01999,262.0,1.27952,0.28892,912
0.01999,175.0,1.67135,0.18112,984
15608.32947,266.0,0.32841,0.05665,2258
104.58066,87.0,0.55767,0.16806,1291
25.74634,77.0,0.89124,0.15669,1886
180.22737,339.0,0.67839,0.1935,375
0.01999,85.0,0.78636,0.11475,2153
0.01999,79.0,1.71841,0.25008,1124
1.85674,114.0,1.04564,0.1615,1574
747.11177,36.0,0.49164,0.03902,2242
2824.07158,182.0,0.49982,0.053,2458
0.01999,25.0,1.68325,0.2492,866
0.01999,134.0,1.27099,0.25429,978
20004.453,63.0,0.3177,-0.03957,1750
0.01999,252.0,1.12999,0.34092,462
0.01999,136.0,1.03717,-0.00312,2419
4.51303,41.0,1.42999,0.12608,478
8.81744,32.0,0.93163,0.19177,631
2.23607,43.0,1.38397,0.80011,2030
1025.09757,68.0,0.44514,0.10141,2351
8.96153,146.0,0.83454,0.10882,2330
399.96557,128.0,0.63845,0.14337,772
1657.27266,16.0,0.50561,0.05636,1766
19713.26602,65.0,0.30779,0.07039,571
239.60515,70.0,0.6948,0.08938,1790
0.01999,167.0,1.5349,0.11342,2444
4.30956,173.0,0.90213,0.09402,2482
9.43967,127.0,0.67939,0.17993,1069
0.01999,38.0,1.12032,0.19018,1726
234.96949,97.0,0.61009,0.17705,684
12538.08698,158.0,0.37469,0.00645,1609
97.4732,31.0,0.72301,0.06745,1858
0.01999,240.0,1.11054,0.18133,723
0.85685,98.0,1.35725,0.17614,1852
3712.95929,61.0,0.4583,0.08486,1375
18.30673,57.0,0.92972,0.27612,1652
4296.73429,29.0,0.34681,0.02389,1600
0.01999,204.0,0.997,1.40388,1619
1.58311,77.0,1.29734,0.56114,1873
4122.18535,132.0,0.37343,0.07693,1362
0.01999,33.0,1.4899,0.09512,1617
2102.75384,207.0,0.43949,0.05041,669
7.92056,48.0,0.86678,0.21215,1876
0.01999,203.0,1.34848,0.21862,1382
6.31139,254.0,1.01625,-0.30716,2329
0.01999,278.0,1.36757,0.1795,1427
0.01999,39.0,1.11903,0.22699,1072
49.20214,39.0,0.70098,0.1472,1533
102.26195,172.0,0.65213,0.19795,1258
